Survived,Pclass,Ticket_num,Cabin_quant,Cabin_num,Cabin_dist,Sex_F,Sex_M,Ticket_pref_C,Ticket_pref_STON/O2,Honorific_Mr,Cabin_pref_A,Cabin_pref_B,Cabin_pref_C,Cabin_pref_D,Cabin_pref_E,Cabin_pref_F,Cabin_pref_G,Cabin_pref_T,(Fare)(Equal_Ticket^-1),(Fare^-1)(Equal_Ticket),(Age)(Fare^-1)(Age_min^-1),(Fare^-1)(Equal_Ticket)(Age_max),(Fare^-1)(Equal_Ticket^2),(Fare^-1)(Size_Family)(Age_min),(Fare^-1)(Equal_Ticket)(Age_max^-1),(Age)(Fare^-1)(Equal_Ticket^-1),(Fare^-1)(Age_max)(Age_min^-1),(Fare^-1)(Size_Family)(Age_max),(Fare)(Size_Family^-1)(Age_max^-1),(Fare^-2)(Age_min),(Age)(Fare^-1)(Equal_Ticket),(Age)(Fare^-1)(Size_Family),(Age^-1)(Fare)(Equal_Ticket^-1),(Age^-1)(Fare)(Size_Family^-1),(Age^-1)(Size_Family^-1)(Equal_Ticket),(Fare)(Size_Family^-1)(Age_min^-1),(Age^-1)(Fare)(Age_min),(Size_Family^2)(Age_min^-1),(Fare)(Age_max^-1)(Age_min),(Fare)(Age_max^2),(Fare^2)(Age_min^-1),(Fare)(Equal_Ticket^-1)(Age_max^-1),(Size_Family^-2)(Age_min),(Fare)(Equal_Ticket^-1)(Age_min^-1),(Age)(Size_Family)(Equal_Ticket^-1),(Fare)(Equal_Ticket^-1)(Age_max),(Fare)(Equal_Ticket^-2)
1,3,9549.0,1.0,6.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.566666666666666,0.17964071856287425,0.23952095808383234,4.311377245508982,0.5389221556886228,0.11976047904191617,0.0074850299401197605,0.07984031936127745,1.437125748502994,2.874251497005988,0.34791666666666665,0.0035856430850873104,0.718562874251497,0.47904191616766467,1.3916666666666666,2.0875,0.375,8.35,4.175,4.0,0.6958333333333333,9619.199999999999,278.89,0.23194444444444443,0.25,5.566666666666666,2.6666666666666665,133.6,1.8555555555555554
1,1,113783.0,1.0,103.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,26.55,0.03766478342749529,0.03766478342749529,2.1845574387947266,0.03766478342749529,1.0922787193973633,0.000649392817715436,2.1845574387947266,0.03766478342749529,1.0922787193973633,0.9155172413793103,0.08228088281712717,2.1845574387947266,1.0922787193973633,0.45775862068965517,0.9155172413793103,0.034482758620689655,0.9155172413793103,26.55,0.004310344827586207,26.55,89314.2,12.153491379310346,0.45775862068965517,232.0,0.45775862068965517,29.0,1539.9,26.55
0,3,2151.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,8.05,0.12422360248447203,0.12422360248447203,2.484472049689441,0.12422360248447203,1.2422360248447204,0.006211180124223602,2.484472049689441,0.12422360248447203,1.2422360248447204,0.8050000000000002,0.30863006828440254,2.484472049689441,1.2422360248447204,0.4025000000000001,0.8050000000000002,0.1,0.8050000000000002,8.05,0.0125,8.05,3220.0000000000005,3.240125000000001,0.4025000000000001,80.0,0.4025000000000001,10.0,161.0,8.05
0,3,347082.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,4.4678571428571425,0.2238209432454037,0.6235011990407674,8.729016786570744,1.5667466027178258,0.38369304556354916,0.00573899854475394,0.1781431997259335,0.6235011990407674,7.482014388489208,0.13365384615384612,0.0020447271279698865,8.729016786570744,7.482014388489208,0.11456043956043954,0.13365384615384612,0.02991452991452991,2.6062499999999997,1.6038461538461537,18.0,1.6038461538461537,47569.275,489.06281249999995,0.11456043956043954,0.05555555555555555,2.2339285714285713,33.42857142857142,174.24642857142857,0.6382653061224489
0,3,350406.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8542,0.1273204145552698,0.1273204145552698,1.7824858037737772,0.1273204145552698,0.8912429018868886,0.009094315325376414,1.7824858037737772,0.1273204145552698,0.8912429018868886,1.1220285714285714,0.2269468314753606,1.7824858037737772,0.8912429018868886,0.5610142857142857,1.1220285714285714,0.14285714285714285,1.1220285714285714,7.8542,0.017857142857142856,7.8542,1539.4232,4.406318402857142,0.5610142857142857,56.0,0.5610142857142857,7.0,109.9588,7.8542
1,2,248706.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0625,0.0625,3.4375,0.0625,1.71875,0.0011363636363636363,3.4375,0.0625,1.71875,0.5818181818181818,0.21484375,3.4375,1.71875,0.2909090909090909,0.5818181818181818,0.03636363636363636,0.5818181818181818,16.0,0.004545454545454545,16.0,48400.0,4.654545454545454,0.2909090909090909,220.0,0.2909090909090909,27.5,880.0,16.0
0,3,382652.0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,4.854166666666666,0.20600858369098712,0.034334763948497854,8.034334763948499,1.2360515021459229,0.34334763948497854,0.005282271376691978,0.011444921316165951,0.6695278969957081,6.695278969957082,0.14935897435897436,0.002357752030798136,0.41201716738197425,0.34334763948497854,2.427083333333333,2.9125,0.6000000000000001,2.9125,29.125,12.5,1.4935897435897436,44299.125,424.1328125,0.12446581196581195,0.08000000000000002,2.427083333333333,1.6666666666666665,189.3125,0.8090277777777777
1,2,244373.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,13.0,0.07692307692307693,0.07692307692307691,2.487581305212563,0.07692307692307693,1.2437906526062814,0.0023786799454211167,2.487581305212563,0.07692307692307693,1.2437906526062814,0.8039938215523375,0.19135240809327408,2.487581305212563,1.2437906526062814,0.4019969107761687,0.8039938215523375,0.06184567858094903,0.8039938215523375,12.999999999999998,0.007730709822618629,13.0,13595.169467844555,5.225959840090193,0.4019969107761687,129.35422787105327,0.4019969107761687,16.16927848388166,420.4012405809231,13.0
0,3,345763.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.1111111111111111,0.055555555555555546,3.444444444444444,0.2222222222222222,1.722222222222222,0.003584229390681003,0.861111111111111,0.05555555555555555,1.722222222222222,0.5806451612903225,0.09567901234567901,3.444444444444444,1.722222222222222,0.29032258064516125,0.5806451612903225,0.06451612903225806,0.5806451612903225,18.0,0.03225806451612903,18.0,17298.0,10.451612903225804,0.29032258064516125,31.0,0.29032258064516125,15.5,279.0,4.5
1,3,2649.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,7.225,0.1384083044982699,0.1384083044982699,4.553742872600793,0.1384083044982699,2.2768714363003966,0.004206838042909675,4.553742872600793,0.1384083044982699,2.2768714363003966,0.43919915022732364,0.6302758301177569,4.553742872600793,2.2768714363003966,0.21959957511366182,0.43919915022732364,0.0607888097200448,0.43919915022732364,7.224999999999999,0.0075986012150056,7.225,7820.78889630483,1.5866069301962067,0.21959957511366182,131.6031690181629,0.21959957511366182,16.450396127270363,237.70822403905672,7.225
0,2,239865.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,13.0,0.07692307692307693,0.08413461538461539,2.6923076923076925,0.15384615384615385,0.3076923076923077,0.002197802197802198,0.6730769230769231,0.08413461538461539,0.6730769230769231,1.4857142857142858,0.02366863905325444,2.6923076923076925,0.6730769230769231,0.37142857142857144,1.4857142857142858,0.11428571428571428,3.25,11.885714285714286,0.015625,11.885714285714286,31850.0,42.25,0.37142857142857144,64.0,0.8125,8.75,455.0,6.5
1,2,248698.0,1.0,56.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,13.0,0.07692307692307693,0.07692307692307693,2.6153846153846154,0.07692307692307693,1.3076923076923077,0.0022624434389140274,2.6153846153846154,0.07692307692307693,1.3076923076923077,0.7647058823529411,0.20118343195266272,2.6153846153846154,1.3076923076923077,0.38235294117647056,0.7647058823529411,0.058823529411764705,0.7647058823529411,13.0,0.007352941176470588,13.0,15028.0,4.970588235294118,0.38235294117647056,136.0,0.38235294117647056,17.0,442.0,13.0
1,3,330923.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0292,0.12454540925621482,0.12454540925621482,1.8681811388432223,0.12454540925621482,0.9340905694216112,0.008303027283747655,1.8681811388432223,0.12454540925621482,0.9340905694216112,1.07056,0.23267338450197061,1.8681811388432223,0.9340905694216112,0.53528,1.07056,0.13333333333333333,1.07056,8.0292,0.016666666666666666,8.0292,1806.57,4.297870175999999,0.53528,60.0,0.53528,7.5,120.43799999999999,8.0292
1,1,113788.0,1.0,6.0,3.0,0,1,0,0,1,1,0,0,0,0,0,0,0,35.5,0.028169014084507043,0.02816901408450704,0.7887323943661972,0.028169014084507043,0.3943661971830986,0.0010060362173038228,0.7887323943661972,0.028169014084507043,0.3943661971830986,2.5357142857142856,0.022217813925808374,0.7887323943661972,0.3943661971830986,1.2678571428571428,2.5357142857142856,0.07142857142857142,2.5357142857142856,35.5,0.008928571428571428,35.5,27832.0,45.00892857142857,1.2678571428571428,112.0,1.2678571428571428,14.0,994.0,35.5
0,3,349909.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,4.215,0.2372479240806643,0.18979833926453143,6.880189798339265,1.1862396204033214,0.37959667852906287,0.008180962899333252,0.07591933570581258,0.6880189798339265,5.504151838671412,0.1816810344827586,0.004502926198446772,1.8979833926453145,1.5183867141162515,0.526875,0.65859375,0.15625,2.634375,5.26875,8.0,1.4534482758620688,17724.075,222.0778125,0.1453448275862069,0.125,2.1075,6.4,122.23500000000001,0.8430000000000001
1,3,347077.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,4.483928571428571,0.22301871764237358,0.40355767954334265,8.920748705694944,1.5611310234966151,0.5734767025089607,0.0055754679410593404,0.17295329123286116,0.4247975574140449,7.6463560334528085,0.13078125,0.003045143780745842,8.474711270410197,7.264038231780168,0.11799812030075185,0.1376644736842105,0.030701754385964907,1.74375,2.477960526315789,12.0,2.3540625000000004,50220.0,328.39171874999994,0.11209821428571427,0.08333333333333333,1.494642857142857,32.57142857142857,179.35714285714283,0.6405612244897958
0,3,2631.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.225,0.1384083044982699,0.1384083044982699,3.9115960830659953,0.1384083044982699,1.9557980415329976,0.004897453199991507,3.9115960830659953,0.1384083044982699,1.9557980415329976,0.5113002358956132,0.5413973817392381,3.9115960830659953,1.9557980415329976,0.2556501179478066,0.5113002358956132,0.07076819873987727,0.5113002358956132,7.2250000000000005,0.00884602484248466,7.225,5770.6078130978,1.8470721021729029,0.2556501179478066,113.04512680060725,0.2556501179478066,14.130640850075906,204.18776028359684,7.225
0,1,19950.0,3.0,25.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,43.83333333333333,0.022813688212927757,0.0038022813688212928,1.4600760456273765,0.13688212927756654,0.3612167300380228,0.0003564638783269962,0.012040557667934094,0.01280768461076646,1.2167300380228137,0.821875,0.0002746895285460249,0.4334600760456274,0.3612167300380228,2.307017543859649,2.7684210526315787,0.06315789473684211,2.7684210526315787,263.0,1.3157894736842104,78.078125,1077248.0,3640.4736842105262,0.6848958333333333,0.7600000000000001,2.307017543859649,15.833333333333332,2805.333333333333,7.305555555555555
1,3,330959.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8792,0.12691643821707788,0.12691643821707788,3.123028139375596,0.12691643821707788,1.561514069687798,0.005157744845978193,3.123028139375596,0.12691643821707788,1.561514069687798,0.6404040920360938,0.3963636079012585,3.123028139375596,1.561514069687798,0.3202020460180469,0.6404040920360938,0.08127780638086275,0.6404040920360938,7.8792,0.010159725797607844,7.8792,4770.876429638768,2.522935960985395,0.3202020460180469,98.42785326307279,0.3202020460180469,12.303481657884099,193.88318535760078,7.8792
0,3,349216.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.8958,0.12664961118569365,0.12664961118569368,3.675449824033401,0.12664961118569365,1.8377249120167005,0.004364125421765413,3.675449824033401,0.12664961118569365,1.8377249120167005,0.5441510823851271,0.4654942911463564,3.675449824033401,1.8377249120167005,0.27207554119256355,0.5441510823851271,0.0689165230103507,0.5441510823851271,7.895800000000001,0.008614565376293837,7.8958,6649.812715250348,2.148254058148243,0.27207554119256355,116.08246688241172,0.27207554119256355,14.510308360301465,229.14098550253664,7.8958
0,1,17601.0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,27.7208,0.0360739949784999,0.0360739949784999,1.4429597991399958,0.0360739949784999,0.7214798995699979,0.0009018498744624975,1.4429597991399958,0.0360739949784999,0.7214798995699979,1.3860400000000002,0.05205332454835343,1.4429597991399958,0.7214798995699979,0.6930200000000001,1.3860400000000002,0.05,1.3860400000000002,27.720800000000004,0.00625,27.7208,44353.28,19.211068816,0.6930200000000001,160.0,0.6930200000000001,20.0,1108.832,27.7208
1,1,17569.0,1.0,78.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,48.840266666666665,0.020474908681907277,0.006824969560635759,1.1875447035506221,0.061424726045721835,0.26531095574298785,0.0003530156669294358,0.08843698524766261,0.010182964904872669,0.39584823451687406,2.5262206896551724,0.0018107391970490733,0.7959328672289635,0.26531095574298785,1.2563873677958484,3.7691621033875458,0.07717324987416554,3.7691621033875458,146.5208,0.02572441662472185,98.2032256166854,492895.9712,552.2606467180259,0.8420735632183909,38.87357348422717,1.2563873677958486,12.957857828075724,2832.7354666666665,16.28008888888889
1,3,335677.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0.12903225806451613,0.12903225806451615,3.174454609043433,0.12903225806451613,1.5872273045217165,0.005244782386806556,3.174454609043433,0.12903225806451613,1.5872273045217165,0.6300294842151376,0.4096070463281849,3.174454609043433,1.5872273045217165,0.3150147421075688,0.6300294842151376,0.08129412699550162,0.6300294842151376,7.75,0.010161765874437702,7.75,4690.761485543024,2.4413642513336584,0.3150147421075688,98.40809288034642,0.3150147421075688,12.301011610043302,190.66567995567118,7.75
0,2,24579.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,10.5,0.09523809523809523,0.09523809523809523,6.285714285714286,0.09523809523809523,3.142857142857143,0.001443001443001443,6.285714285714286,0.09523809523809523,3.142857142857143,0.3181818181818182,0.5986394557823129,6.285714285714286,3.142857142857143,0.1590909090909091,0.3181818181818182,0.030303030303030304,0.3181818181818182,10.5,0.003787878787878788,10.5,45738.0,1.6704545454545454,0.1590909090909091,264.0,0.1590909090909091,33.0,693.0,10.5
0,1,17604.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,41.0854,0.024339546408213137,0.012169773204106569,1.0166316527648707,0.048679092816426274,0.3407536497149839,0.0005827218912045581,0.17037682485749195,0.018154136656515548,0.5083158263824353,1.967280867717155,0.004146894635502927,0.6815072994299678,0.3407536497149839,1.4673357142857142,2.9346714285714284,0.07142857142857142,2.9346714285714284,82.1708,0.03571428571428571,55.08386429608034,143357.29869411536,241.14429902285713,0.9836404338585775,28.0,1.4673357142857142,14.0,1716.084490893034,20.5427
0,1,113789.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,26.0,0.038461538461538464,0.023076923076923078,1.6153846153846154,0.07692307692307693,0.6730769230769231,0.0009157509157509158,0.40384615384615385,0.023076923076923078,0.8076923076923077,1.2380952380952381,0.012943786982248523,1.6153846153846154,0.8076923076923077,0.6190476190476191,1.2380952380952381,0.047619047619047616,1.4857142857142858,43.33333333333333,0.02857142857142857,43.33333333333333,91728.0,77.25714285714287,0.6190476190476191,35.0,0.7428571428571429,21.0,1092.0,13.0
1,3,2677.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.2292,0.13832789243623084,0.13832789243623084,3.909383614041773,0.13832789243623084,1.9546918070208865,0.004894532671882476,3.909383614041773,0.13832789243623084,1.9546918070208865,0.5115896001651961,0.5407767960551337,3.909383614041773,1.9546918070208865,0.25579480008259803,0.5115896001651961,0.07076711118314559,0.5115896001651961,7.2292,0.008845888897893199,7.2292,5774.1398244178245,1.8491917687571175,0.25579480008259803,113.04686409052314,0.25579480008259803,14.130858011315393,204.30959747080246,7.2292
0,3,2152.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,8.05,0.12422360248447203,0.12422360248447203,2.6086956521739126,0.12422360248447203,1.3043478260869563,0.005915409642117716,2.6086956521739126,0.12422360248447203,1.3043478260869563,0.7666666666666667,0.32406157169862265,2.6086956521739126,1.3043478260869563,0.38333333333333336,0.7666666666666667,0.09523809523809523,0.7666666666666667,8.05,0.011904761904761904,8.05,3550.05,3.085833333333334,0.38333333333333336,84.0,0.38333333333333336,10.5,169.05,8.05
0,3,345764.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.1111111111111111,0.0625,2.0,0.2222222222222222,1.7777777777777777,0.006172839506172839,0.5,0.0625,2.0,0.5,0.04938271604938271,2.0,2.0,0.5,0.5,0.05555555555555555,0.5625,16.0,0.25,16.0,5832.0,20.25,0.5,4.0,0.5625,18.0,162.0,4.5
1,3,2651.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,5.62085,0.17790903511034808,0.10378027048103637,2.4907264915448732,0.35581807022069617,1.0674542106620886,0.01270778822216772,0.6226816228862183,0.10378027048103637,1.2453632457724366,0.8029785714285713,0.0949548743216852,2.4907264915448732,1.2453632457724366,0.40148928571428566,0.8029785714285713,0.14285714285714285,0.9368083333333332,9.635742857142857,0.08333333333333333,9.635742857142857,2203.3732,10.531318240833333,0.40148928571428566,12.0,0.4684041666666666,7.0,78.6919,2.810425
0,3,7546.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,9.475,0.10554089709762533,0.10554089709762535,4.221635883905013,0.10554089709762533,4.221635883905013,0.0026385224274406336,4.221635883905013,0.10554089709762533,4.221635883905013,0.236875,0.44555523840686156,4.221635883905013,4.221635883905013,0.236875,0.236875,0.025,0.236875,9.475,0.025,9.475,15160.0,2.244390625,0.236875,40.0,0.236875,40.0,379.0,9.475
0,2,11668.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0.09523809523809523,0.047619047619047616,2.761904761904762,0.19047619047619047,1.2857142857142856,0.003284072249589491,0.6428571428571428,0.0511463844797178,1.380952380952381,0.7241379310344828,0.06122448979591836,2.571428571428571,1.2857142857142856,0.38888888888888884,0.7777777777777777,0.07407407407407407,0.7777777777777777,21.0,0.037037037037037035,19.551724137931036,17661.0,16.333333333333332,0.3620689655172414,27.0,0.38888888888888884,13.5,304.5,5.25
0,3,349253.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.8958,0.12664961118569365,0.12664961118569365,3.701274823222634,0.12664961118569365,1.850637411611317,0.004333675498195384,3.701274823222634,0.12664961118569365,1.850637411611317,0.540354363164699,0.46876501725254355,3.701274823222634,1.850637411611317,0.2701771815823495,0.540354363164699,0.06843566999730223,0.540354363164699,7.8958,0.008554458749662779,7.8958,6743.588845397137,2.1332649903379153,0.2701771815823495,116.8981029968051,0.2701771815823495,14.612262874600637,230.75101041054342,7.8958
1,2,2123.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,10.3948,0.09620194712740986,0.07215146034555739,2.4050486781852465,0.3848077885096394,0.07215146034555739,0.0038480778850963943,0.018037865086389347,0.6012621695463116,1.8037865086389349,0.5543893333333333,0.0005784259144440601,0.28860584138222956,0.21645438103667217,3.464933333333333,4.619911111111111,0.4444444444444444,13.859733333333333,13.859733333333333,9.0,1.663168,25987.0,1728.82987264,0.415792,0.1111111111111111,10.3948,2.25,259.87,2.5987
1,3,330958.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8792,0.12691643821707788,0.12691643821707788,2.4114123261244798,0.12691643821707788,1.2057061630622399,0.006679812537740941,2.4114123261244798,0.12691643821707788,1.2057061630622399,0.8293894736842105,0.3060478635044776,2.4114123261244798,1.2057061630622399,0.4146947368421052,0.8293894736842105,0.10526315789473684,0.8293894736842105,7.8792,0.013157894736842105,7.8792,2844.3912,3.2674627705263153,0.4146947368421052,76.0,0.4146947368421052,9.5,149.7048,7.8792
0,3,23567.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,8.05,0.12422360248447203,0.12422360248447203,2.878429363219054,0.12422360248447203,1.439214681609527,0.005361084628793012,2.878429363219054,0.12422360248447203,1.439214681609527,0.6948233733147184,0.35756886499615576,2.878429363219054,1.439214681609527,0.3474116866573592,0.6948233733147184,0.0863134625235675,0.6948233733147184,8.05,0.010789182815445938,8.05,4322.139637465517,2.796664077591742,0.3474116866573592,92.68542549565355,0.3474116866573592,11.585678186956693,186.52941881000277,8.05
0,3,370371.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.75,0.12903225806451613,0.1214977681889394,4.649284629976088,0.25806451612903225,1.2344006460628052,0.0035810506231178014,1.162321157494022,0.1214977681889394,2.324642314988044,0.43017370610202593,0.07963875135889066,4.649284629976088,2.324642314988044,0.21508685305101297,0.43017370610202593,0.055506284658325925,0.8101097509868938,8.230603861339368,0.05226514522496089,8.230603861339366,20123.678592928612,12.556701140296854,0.21508685305101297,19.133210013973482,0.4050548754934469,18.01597794115734,279.2476580879388,3.875
